ec5_uuid,created_at,uploaded_at,title,SITE,NEW_SITE,CSO,lat_LOC,long_LOC,accuracy_LOC,UTM_Northing_LOC,UTM_Easting_LOC,UTM_Zone_LOC,DATE,TIME,SAMPLER_ID,COND,TEMP,NITR,PHOS_METER,PHOS_HI,PHOS_LO,RIVER_HEIGHT,PHOTO_YN,PHOTO,COMMENTS
4552914b-4c52-4a35-8db3-2fd29c2275b3,2025-12-29T10:16:34.000Z,2025-12-29T10:16:40.000Z,"Carrant Brook - Tewkesbury - Mitton Path 29/12/2025 SA0133","Carrant Brook - Tewkesbury - Mitton Path",,,,,,,,,29/12/2025,10:00,SA0133,817,8.3,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.35,,Yes,https://five.epicollect.net/api/media/safeavon?type=photo&format=entry_original&name=4552914b-4c52-4a35-8db3-2fd29c2275b3_1767003388.jpg,
a1a39b5b-3292-44b5-b67d-59f845649707,2025-12-29T10:13:48.000Z,2025-12-29T10:13:54.000Z,"Stour River - Preston on Stour - Preston Ln Bridge 28/12/2025 SA0140","Stour River - Preston on Stour - Preston Ln Bridge",,,,,,,,,28/12/2025,13:11,SA0140,620,6.8,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.29,1.6,No,,"Overcast no sign of any wildlife"
e8d9007c-f017-40e9-989b-9eda0ed12588,2025-12-29T09:58:07.000Z,2025-12-29T09:58:12.000Z,"Avon River - Bredon - Bredon Marina 29/12/2025 SA0057","Avon River - Bredon - Bredon Marina",,,,,,,,,29/12/2025,09:49,SA0057,7940,6.5,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.43,2,No,,
afd97e8c-88b3-4fcb-9faf-7e0a05e62e66,2025-12-28T12:55:48.000Z,2025-12-28T12:55:56.000Z,"Swilgate River - Tewkesbury - Tirlebrook TNR Bridge 28/12/2025 SA0001","Swilgate River - Tewkesbury - Tirlebrook TNR Bridge",,,,,,,,,28/12/2025,12:53,SA0001,331,7.7,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.32,0.5,No,,
0d761029-6c0c-4ddb-972a-5d73d311e2ae,2025-12-28T12:01:38.000Z,2025-12-28T12:55:55.000Z,"Avon River - Tewkesbury - Black Bear Pub 28/12/2025 SA0001","Avon River - Tewkesbury - Black Bear Pub",,,,,,,,,28/12/2025,11:59,SA0001,738,7.2,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.38,0,No,,
13e21435-93d5-47d0-bf2a-00a73fcd3d55,2025-12-28T11:06:58.000Z,2025-12-28T12:55:53.000Z,"Swilgate River - Tewkesbury - A38 24/12/2025 SA0001","Swilgate River - Tewkesbury - A38",,,,,,,,,24/12/2025,12:25,SA0001,370,8.5,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.42,0.5,No,,
2e691655-ac2d-404e-890a-b7300fa5c113,2025-12-27T17:30:32.000Z,2025-12-27T17:30:38.000Z,"Piddle Brook - Wyre Piddle - Bridge 27/12/2025 SA0045","Piddle Brook - Wyre Piddle - Bridge",,,,,,,,,27/12/2025,10:30,SA0045,1050,6.6,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.6,0.25,No,,"Sunny dry and cold. River low and slow. Fairly clear. No scum."
6ee9feab-6c82-4732-ac5a-4a6ef3b95b8a,2025-12-27T17:27:58.000Z,2025-12-27T17:30:37.000Z,"Avon River - Wyre Piddle - Smiths Meadows 27/12/2025 SA0045","Avon River - Wyre Piddle - Smiths Meadows",,,,,,,,,27/12/2025,10:25,SA0045,734,8.2,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.5,0.71,No,,"Sunny dry and cold. River low slow. Fairly clear. No scum."
2f9ad99e-f118-43d1-b1da-3de9d84836e3,2025-12-27T16:47:10.000Z,2025-12-27T16:48:21.000Z,"Carrant Brook - Tewkesbury - Bredon Rd 27/12/2025 SA0009","Carrant Brook - Tewkesbury - Bredon Rd",,,,,,,,,27/12/2025,12:00,SA0009,806,7.4,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.28,0.3,Yes,https://five.epicollect.net/api/media/safeavon?type=photo&format=entry_original&name=2f9ad99e-f118-43d1-b1da-3de9d84836e3_1766853999.jpg,"River flowing normally"
cc2f3f2c-b263-4d15-8bd2-f0b1cf8ee33f,2025-12-27T14:03:04.000Z,2025-12-27T14:03:11.000Z,"Isbourne River - Winchcombe - A 27/12/2025 SA0111","Isbourne River - Winchcombe - A",,,,,,,,,27/12/2025,13:56,SA0111,320,8.7,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.18,0.3,No,,
5f2828b5-6f83-43be-81a6-ebd539959c0a,2025-12-27T12:03:24.000Z,2025-12-27T12:03:31.000Z,"Avon River - Great Comberton - Quay Ln 27/12/2025 SA0107","Avon River - Great Comberton - Quay Ln",,,,,,,,,27/12/2025,11:00,SA0107,728,6.6,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.47,,No,,
069a3719-24e5-47a1-bf67-e0a88f6d31da,2025-12-27T11:55:19.000Z,2025-12-27T11:56:03.000Z,"Avon River - Luddington - Avonbank Dr 27/12/2025 SA0007","Avon River - Luddington - Avonbank Dr",,,,,,,,,27/12/2025,10:55,SA0007,808,7.3,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.32,,No,,
52d0bbd9-ae03-4d20-8944-5c732e6632f4,2025-12-27T11:54:07.000Z,2025-12-27T11:56:02.000Z,"Avon River - Luddington - Pitch 16 27/12/2025 SA0007","Avon River - Luddington - Pitch 16",,,,,,,,,27/12/2025,10:35,SA0007,766,8.3,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.37,,No,,
2647c7a8-c7f7-466c-9c8f-bab746b710be,2025-12-26T15:20:57.000Z,2025-12-26T15:21:03.000Z,"Bow Brook - Peopleton - Mill Bridge 29/11/2025 SA0041","Bow Brook - Peopleton - Mill Bridge",,,,,,,,,29/11/2025,15:13,SA0041,1250,9.2,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.5,0.6,No,,
1ed97bd6-279d-4c1b-b460-596a753d80cb,2025-12-26T15:16:58.000Z,2025-12-26T15:17:22.000Z,"Bow Brook - Peopleton - Mill Bridge 26/12/2025 SA0041","Bow Brook - Peopleton - Mill Bridge",,,,,,,,,26/12/2025,14:40,SA0041,969,6.8,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.39,0.8,No,,"Clear day, no rain"
0fc2d4aa-200e-4cfc-af00-2c3c0f0bfdb9,2025-11-15T12:21:52.000Z,2025-12-26T15:17:21.000Z,"Bow Brook - Peopleton - Mill Bridge 15/11/2025 SA0041","Bow Brook - Peopleton - Mill Bridge",,,,,,,,,15/11/2025,11:30,SA0041,594,12.1,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.88,,Yes,https://five.epicollect.net/api/media/safeavon?type=photo&format=entry_original&name=0fc2d4aa-200e-4cfc-af00-2c3c0f0bfdb9_1763209261.jpg,"Bowbrook in flood day after Storm Claudia. Water level still rising"
395541c3-86b6-48df-a1cb-c7a83d6fd5d8,2025-12-23T15:33:04.000Z,2025-12-23T15:33:09.000Z,"Avon River - Alveston - Swiffen Bank 23/12/2025 SA0015","Avon River - Alveston - Swiffen Bank",,,,,,,,,23/12/2025,14:47,SA0015,632,10.5,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.43,0.5,No,,"Water hugh as torrential rain for several hours 5 dsys agi"
294e9462-03ae-4d2c-9936-e82f7296d7c4,2025-12-23T15:27:20.000Z,2025-12-23T15:27:32.000Z,"Sutton Brook - Lower Brailes - High St 23/12/2025 SA0089","Sutton Brook - Lower Brailes - High St",,,,,,,,,23/12/2025,15:26,SA0089,518,8.5,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.12,0.5,No,,"Fast flowing"
1ecc3b69-8150-4885-b567-57a243843930,2025-12-23T15:25:45.000Z,2025-12-23T15:27:27.000Z,"Sutton Brook - Lower Brailes - New Barn Farm 23/12/2025 SA0089","Sutton Brook - Lower Brailes - New Barn Farm",,,,,,,,,23/12/2025,15:00,SA0089,541,7.8,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.02,0.5,No,,"Fast flowing"
0db9ff71-7b57-4b94-8671-a6679d07a2ec,2025-12-23T15:26:27.000Z,2025-12-23T15:26:37.000Z,"Avon River - Twyning Green - Twyning Quay 23/12/2025 SA0135","Avon River - Twyning Green - Twyning Quay",,,,,,,,,23/12/2025,15:14,SA0135,595,10.7,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.64,1,No,,
42bfa17d-1c43-48a3-8685-345aeaa94695,2025-12-23T14:45:43.000Z,2025-12-23T14:45:48.000Z,"Avon River - Alveston - Weir 23/12/2025 SA0015","Avon River - Alveston - Weir",,,,,,,,,23/12/2025,13:32,SA0015,567,10.7,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.29,0.6,No,,"Water very high after torrdntial rain 5 days ago"
c5603b07-2fc1-4949-ab91-32e3510683b4,2025-12-23T13:39:20.000Z,2025-12-23T13:39:28.000Z,"Carrant Brook - Tewkesbury - Bredon Rd 20/12/2025 SA0009","Carrant Brook - Tewkesbury - Bredon Rd",,,,,,,,,20/12/2025,12:00,SA0009,537,9.2,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.71,2.15,No,,"In flood"
44e022a8-3694-4f4c-bab5-13fd81762279,2025-12-22T14:32:57.000Z,2025-12-22T14:33:04.000Z,"Avon River - Great Comberton - Quay Ln 22/12/2025 SA0101","Avon River - Great Comberton - Quay Ln",,,,,,,,,22/12/2025,14:04,SA0101,554,8.9,10,"I did not take a phosphate reading.",,,,No,,"Very muddy water following heavy rainfall over previous days. Very muddy environment too."
13d58406-b73c-4b83-a42d-f9801b63de35,2025-12-22T12:41:20.000Z,2025-12-22T12:41:29.000Z,"Avon River - Tewkesbury - Abbey Mill 22/12/2025 SA0029","Avon River - Tewkesbury - Abbey Mill",,,,,,,,,22/12/2025,12:28,SA0029,551,10.4,0,"Low range Hanna pocket checker (﹤2.5ppm)",,0.55,2,Yes,https://five.epicollect.net/api/media/safeavon?type=photo&format=entry_original&name=13d58406-b73c-4b83-a42d-f9801b63de35_1766407230.jpg,"Very high and fast flowing."
1ef224fe-f8d9-41b7-ac92-fad2a3064748,2025-12-22T10:00:21.000Z,2025-12-22T10:36:08.000Z,"Avon River - Luddington - Avonbank Dr 22/12/2025 SA0129","Avon River - Luddington - Avonbank Dr",,,,,,,,,22/12/2025,09:59,SA0129,623,9.2,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.59,1,No,,
d75d1201-08ad-4654-b0d5-a9c8ea5e71a2,2025-12-22T09:38:50.000Z,2025-12-22T10:34:05.000Z,"Avon River - Luddington - Pitch 16 22/12/2025 SA0129","Avon River - Luddington - Pitch 16",,,,,,,,,22/12/2025,09:38,SA0129,615,9.2,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.57,1,No,,
60b84c98-559f-4932-ba0d-5b615421f5e1,2025-12-21T15:55:21.000Z,2025-12-21T15:55:25.000Z,"Carrant Brook - Tewkesbury - M5 Bridge 21/12/2025 SA0001","Carrant Brook - Tewkesbury - M5 Bridge",,,,,,,,,21/12/2025,13:54,SA0001,676,9.6,20,"Low range Hanna pocket checker (﹤2.5ppm)",,0.39,2,No,,
db736274-3744-4d87-8203-31b6045e5f1a,2025-12-21T12:29:52.000Z,2025-12-21T12:29:56.000Z,"Carrant Brook - Tewkesbury - Mitton Path 21/12/2025 SA0133","Carrant Brook - Tewkesbury - Mitton Path",,,,,,,,,21/12/2025,12:13,SA0133,723,9.7,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.28,,Yes,https://five.epicollect.net/api/media/safeavon?type=photo&format=entry_original&name=db736274-3744-4d87-8203-31b6045e5f1a_1766320183.jpg,
103e58f7-11a1-4c8e-85ba-c896efc75324,2025-12-21T09:29:36.000Z,2025-12-21T09:29:46.000Z,"Carrant Brook - Beckford - Back Ln 21/12/2025 SA0055","Carrant Brook - Beckford - Back Ln",,,,,,,,,21/12/2025,09:17,SA0055,643,9.5,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.73,0.49,No,,Falling
1b7c7940-ddca-11f0-80e6-edd5ea8a71db,2025-12-20T17:34:16.000Z,2025-12-20T17:37:13.000Z,"Stour River - Shipston-on-Stour - Fell Mill Footbridge 20/12/2025 SA0099","Stour River - Shipston-on-Stour - Fell Mill Footbridge",,,,,,,,,20/12/2025,13:40,SA0099,516,9.3,5,"High range Hanna pocket checker (2.5ppm+)",0.03,,2.1,No,,none
cfc540a7-80ca-47bf-b931-2be5972039f3,2025-12-20T16:47:37.000Z,2025-12-20T16:47:43.000Z,"Isbourne River - Winchcombe - C 20/12/2025 SA0119","Isbourne River - Winchcombe - C",,,,,,,,,20/12/2025,16:46,SA0119,488,10.9,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.1,0.7,No,,
490ade0d-78c4-4458-bbfc-479ecc34707a,2025-12-20T16:46:16.000Z,2025-12-20T16:47:42.000Z,"Isbourne River - Winchcombe - C 15/12/2025 SA0119","Isbourne River - Winchcombe - C",,,,,,,,,15/12/2025,18:35,SA0119,496,11.8,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.12,0.6,No,,
ce4a66e8-19a8-40e0-b82f-8810d338087d,2025-12-20T14:09:30.000Z,2025-12-20T14:09:36.000Z,"Swilgate River - Tewkesbury - A38 18/12/2025 SA0001","Swilgate River - Tewkesbury - A38",,,,,,,,,18/12/2025,09:40,SA0001,343,9.6,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.33,2,No,,
339872c7-6162-4f85-9598-eeac770b4578,2025-12-20T13:01:50.000Z,2025-12-20T14:09:35.000Z,"Avon River - Tewkesbury - Black Bear Pub 20/12/2025 SA0001","Avon River - Tewkesbury - Black Bear Pub",,,,,,,,,20/12/2025,12:59,SA0001,501,8.6,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.76,2.5,Yes,https://five.epicollect.net/api/media/safeavon?type=photo&format=entry_original&name=339872c7-6162-4f85-9598-eeac770b4578_1766235691.jpg,"Fast running river"
1112f25e-31e8-45af-ba78-9ec043025db4,2025-12-20T11:56:02.000Z,2025-12-20T11:56:13.000Z,"Piddle Brook - Wyre Piddle - Bridge 20/12/2025 SA0045","Piddle Brook - Wyre Piddle - Bridge",,,,,,,,,20/12/2025,10:54,SA0045,672,7.7,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.49,1.07,No,,"Brook in flood. Fast and silty. Some bubbles.No scum."
a75f19f1-73d4-4a48-b9b6-296debd4e19a,2025-12-20T11:53:52.000Z,2025-12-20T11:56:12.000Z,"Avon River - Wyre Piddle - Smiths Meadows 20/12/2025 SA0045","Avon River - Wyre Piddle - Smiths Meadows",,,,,,,,,20/12/2025,10:19,SA0045,436,8.7,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.57,2.64,No,,"In flood. Tested at Waterside House 300m upstream of normal site. Dry and bright. River fast and silty with minor scum."
9ccb2d83-48ff-4050-9ba3-8619bb998c04,2025-12-20T11:50:14.000Z,2025-12-20T11:56:10.000Z,"Piddle Brook - Wyre Piddle - Bridge 13/12/2025 SA0045","Piddle Brook - Wyre Piddle - Bridge",,,,,,,,,13/12/2025,10:48,SA0045,980,8.5,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.53,0.31,No,,"Sunny cold. No breeze. River silty. Scummy. Slow flow."
5d142088-a444-44c3-b5e0-3018d7ce39b4,2025-12-20T11:47:56.000Z,2025-12-20T11:56:09.000Z,"Avon River - Wyre Piddle - Smiths Meadows 13/12/2025 SA0045","Avon River - Wyre Piddle - Smiths Meadows",,,,,,,,,13/12/2025,10:44,SA0045,694,9.2,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.48,0.91,No,,"Sunny cold no breeze. Water moving quite swiftly. Silty."
990c521b-8e28-4bbe-86db-6547c14ec6cf,2025-12-19T15:36:49.000Z,2025-12-19T15:36:59.000Z,"Stour River - Shipston-on-Stour - Mill Bridge 19/12/2025 SA0071","Stour River - Shipston-on-Stour - Mill Bridge",,,,,,,,,19/12/2025,15:33,SA0071,434,11.3,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.52,2.26,No,,"Fast flowing and cloudy"
7cc7d90e-e713-496c-959e-629040583054,2025-12-19T11:58:31.000Z,2025-12-19T11:58:55.000Z,"Stour River - Preston on Stour - Preston Ln Bridge 19/12/2025 SA0140","Stour River - Preston on Stour - Preston Ln Bridge",,,,,,,,,19/12/2025,10:56,SA0140,352,9.5,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.28,3,Yes,https://five.epicollect.net/api/media/safeavon?type=photo&format=entry_original&name=7cc7d90e-e713-496c-959e-629040583054_1766145433.jpg,"Flooded river, heavy rain over last few days"
07744f20-db8d-11f0-b5bc-374dd6723ecb,2025-12-17T21:12:01.000Z,2025-12-17T21:14:41.000Z,"Stour River - Shipston-on-Stour - Fell Mill Footbridge 13/12/2025 SA0099","Stour River - Shipston-on-Stour - Fell Mill Footbridge",,,,,,,,,13/12/2025,16:10,SA0099,585,8.1,5,"High range Hanna pocket checker (2.5ppm+)",0.23,,1.7,No,,none
79035010-db8c-11f0-b5bc-374dd6723ecb,2025-12-17T21:08:02.000Z,2025-12-17T21:11:59.000Z,"Stour River - Shipston-on-Stour - Fell Mill Footbridge 07/12/2025 SA0099","Stour River - Shipston-on-Stour - Fell Mill Footbridge",,,,,,,,,07/12/2025,09:50,SA0099,425,10.4,20,"High range Hanna pocket checker (2.5ppm+)",0.53,,2.28,No,,none
21c3b8dd-e05b-4662-a64f-d62832b3be68,2025-12-16T15:53:11.000Z,2025-12-16T15:53:18.000Z,"Sutton Brook - Lower Brailes - New Barn Farm 16/12/2025 SA0001","Sutton Brook - Lower Brailes - New Barn Farm",,,,,,,,,16/12/2025,15:50,SA0001,444,9,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.54,1,No,,"Don’t know my id number- just chose first"
51ea7084-66da-48aa-818a-40e98a353358,2025-12-16T15:34:20.000Z,2025-12-16T15:34:29.000Z,"Avon River - Pershore - Pershore Bridges 16/12/2025 SA0137","Avon River - Pershore - Pershore Bridges",,,,,,,,,16/12/2025,14:30,SA0137,110,13.3,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.51,,No,,"River very high"
d11b088a-c014-4074-b991-ba196a9f311d,2025-12-16T15:33:05.000Z,2025-12-16T15:33:12.000Z,"Sutton Brook - Lower Brailes - High St 16/12/2025 SA0001","Sutton Brook - Lower Brailes - High St",,,,,,,,,16/12/2025,15:28,SA0001,435,9,20,"Low range Hanna pocket checker (﹤2.5ppm)",,0.3,1,No,,"Don’t know my id number. Put in first one"
d6620cf7-c073-48f0-9bb0-ae90bdd471a6,2025-12-16T12:27:34.000Z,2025-12-16T12:27:44.000Z,"Avon River - Evesham - St Andrew`s Church 16/12/2025 I don't have an ID / can't remember it","Avon River - Evesham - St Andrew`s Church",,,,,,,,,16/12/2025,12:21,"I don't have an ID / can't remember it",294,11.4,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.39,,No,,
f8a6d6cb-900f-4c20-979e-5d23f4af519d,2025-12-16T12:20:49.000Z,2025-12-16T12:27:40.000Z,"Isbourne River - Evesham - Pershore Rd Bridge 16/12/2025 I don't have an ID / can't remember it","Isbourne River - Evesham - Pershore Rd Bridge",,,,,,,,,16/12/2025,12:11,"I don't have an ID / can't remember it",264,10.8,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.38,,No,,
dcff2530-0e47-460a-9f1e-45ad35dcf6fb,2025-12-16T11:37:43.000Z,2025-12-16T11:37:50.000Z,"Avon River - Twyning Green - Twyning Quay 16/12/2025 SA0135","Avon River - Twyning Green - Twyning Quay",,,,,,,,,16/12/2025,11:26,SA0135,710,11.6,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.56,1,No,,
b1a81c52-0ce6-4226-9b41-c263af9bc3a9,2025-12-16T04:54:30.000Z,2025-12-16T04:54:44.000Z,"Carrant Brook - Tewkesbury - M5 Bridge 14/12/2025 SA0001","Carrant Brook - Tewkesbury - M5 Bridge",,,,,,,,,14/12/2025,10:53,SA0001,790,10,20,"Low range Hanna pocket checker (﹤2.5ppm)",,0.46,1.5,No,,
8b843bc6-c36a-4683-8b42-9939760dc223,2025-12-15T17:09:52.000Z,2025-12-15T17:09:58.000Z,"Avon River - Alveston - Weir 15/12/2025 SA0015","Avon River - Alveston - Weir",,,,,,,,,15/12/2025,14:40,SA0015,704,9.9,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.83,1,No,,"Raining today"
ea0f275c-e6e3-4c53-9089-0b2cc4d44934,2025-12-15T15:35:45.000Z,2025-12-15T17:04:18.000Z,"Avon River - Alveston - Swiffen Bank 15/12/2025 SA0018","Avon River - Alveston - Swiffen Bank",,,,,,,,,15/12/2025,14:50,SA0018,711,10.7,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.56,0.7,No,,"River felt swollen with water from recent rainfall"
aac93e15-8e3f-4d2a-84a5-ec95a018ed52,2025-12-03T15:04:42.000Z,2025-12-15T17:04:17.000Z,"Avon River - Alveston - Weir 03/12/2025 SA0018","Avon River - Alveston - Weir",,,,,,,,,03/12/2025,14:20,SA0018,668,10.5,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.43,0.5,No,,
5d4f954d-774b-4d34-9e73-e5df80822cf4,2025-12-15T15:28:21.000Z,2025-12-15T15:28:59.000Z,"Isbourne River - Winchcombe - B 15/12/2025 SA0116","Isbourne River - Winchcombe - B",,,,,,,,,15/12/2025,15:25,SA0116,598,11.1,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.09,,No,,
56fe859b-e9db-4093-a880-50b8e2dfec28,2025-12-15T10:31:07.000Z,2025-12-15T10:31:23.000Z,"Avon River - Bredon - Bredon Marina 15/12/2025 SA0057","Avon River - Bredon - Bredon Marina",,,,,,,,,15/12/2025,09:50,SA0057,6900,10.7,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.4,2,No,,
67eb4925-ff02-41e6-ad47-2bc67b145cd9,2025-12-14T16:21:54.000Z,2025-12-14T16:22:00.000Z,"Carrant Brook - Tewkesbury - Bredon Rd 13/12/2025 SA0009","Carrant Brook - Tewkesbury - Bredon Rd",,,,,,,,,13/12/2025,12:30,SA0009,677,9.1,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.61,1.65,Yes,https://five.epicollect.net/api/media/safeavon?type=photo&format=entry_original&name=67eb4925-ff02-41e6-ad47-2bc67b145cd9_1765729275.jpg,"River in flood. Very little flow"
29b68fa1-c12d-4d44-9d0a-20ecabe61b7b,2025-12-14T14:47:28.000Z,2025-12-14T14:47:33.000Z,"Carrant Brook - Beckford - Crashmore Ln 14/12/2025 SA0106","Carrant Brook - Beckford - Crashmore Ln",,,,,,,,,14/12/2025,11:00,SA0106,786,9.4,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.41,,No,,
94ac7e32-3c6e-4e10-8a75-8f1c5f99e804,2025-12-13T12:31:04.000Z,2025-12-13T12:31:10.000Z,"Avon River - Great Comberton - Quay Ln 13/12/2025 SA0103","Avon River - Great Comberton - Quay Ln",,,,,,,,,13/12/2025,11:00,SA0103,965,9.6,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.55,2.35,No,,"Dry & sunny"
a983f6df-4b3d-4bfa-a828-eb18354ee0e3,2025-12-13T11:11:32.000Z,2025-12-13T11:55:57.000Z,"Avon River - Luddington - Avonbank Dr 13/12/2025 SA0129","Avon River - Luddington - Avonbank Dr",,,,,,,,,13/12/2025,11:10,SA0129,740,9.1,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.51,,No,,
623058dc-fded-4990-993d-6159235676ef,2025-12-13T10:51:39.000Z,2025-12-13T11:55:56.000Z,"Avon River - Luddington - Pitch 16 13/12/2025 SA0129","Avon River - Luddington - Pitch 16",,,,,,,,,13/12/2025,10:50,SA0129,732,10.1,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.36,,No,,
e2d71353-cb29-43e5-9147-f53680696bfa,2025-12-13T10:18:45.000Z,2025-12-13T10:18:55.000Z,"Swilgate River - Tewkesbury - A38 11/12/2025 SA0001","Swilgate River - Tewkesbury - A38",,,,,,,,,11/12/2025,12:01,SA0001,336,9.4,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.33,2,No,,
3f8f2445-daa3-4eb2-a710-bf3be4d0bbc3,2025-12-13T09:30:48.000Z,2025-12-13T10:18:53.000Z,"Avon River - Tewkesbury - Black Bear Pub 13/12/2025 SA0001","Avon River - Tewkesbury - Black Bear Pub",,,,,,,,,13/12/2025,09:28,SA0001,659,10.1,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.44,2.5,No,,
490a9ea7-939e-4e27-af44-23a6f5a6b8a1,2025-12-12T14:50:26.000Z,2025-12-12T16:37:14.000Z,"Bow Brook - Peopleton - Mill Bridge 12/12/2025 SA0042","Bow Brook - Peopleton - Mill Bridge",,,,,,,,,12/12/2025,14:47,SA0042,893,10.2,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.46,1,No,,"Wished to heck EC reading. Changed the batteries, same reading."
48596afe-8cf6-4d95-9bfd-276e2c8e7b48,2025-12-12T15:24:12.000Z,2025-12-12T15:24:18.000Z,"Stour River - Shipston-on-Stour - Mill Bridge 12/12/2025 SA0072","Stour River - Shipston-on-Stour - Mill Bridge",,,,,,,,,12/12/2025,15:16,SA0072,564,11.4,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.31,0.73,No,,
27047664-b794-4bd2-9aec-b2132567c078,2025-12-12T14:39:29.000Z,2025-12-12T14:39:37.000Z,"Stour River - Preston on Stour - Preston Ln Bridge 12/12/2025 SA0140","Stour River - Preston on Stour - Preston Ln Bridge",,,,,,,,,12/12/2025,11:30,SA0140,617,10.4,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.14,1.8,No,,"Recent weather has been dull and not too wet. Today is misty and constant light rain"
ab213c38-f0fa-44d7-a12a-f4f342dd0a5b,2025-12-11T18:37:09.000Z,2025-12-11T18:37:17.000Z,"Sutton Brook - Lower Brailes - New Barn Farm 09/12/2025 SA0089","Sutton Brook - Lower Brailes - New Barn Farm",,,,,,,,,09/12/2025,15:16,SA0089,480,11.4,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.38,0.45,No,,"Last spill 09.12.25 at 11.30"
891a81da-3e4f-4f85-925a-a2e551508e1e,2025-12-11T18:35:19.000Z,2025-12-11T18:37:13.000Z,"Sutton Brook - Lower Brailes - High St 09/12/2025 SA0089","Sutton Brook - Lower Brailes - High St",,,,,,,,,09/12/2025,15:00,SA0089,480,12,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.02,0.4,No,,"Last spill 09.12.25 11.30hrs"
6e8f6e90-7a14-4214-97a3-91991a915c74,2025-12-11T10:27:46.000Z,2025-12-11T10:27:54.000Z,"Isbourne River - Winchcombe - A 29/11/2025 SA0111","Isbourne River - Winchcombe - A",,,,,,,,,29/11/2025,12:26,SA0111,363,9.6,1,"Low range Hanna pocket checker (﹤2.5ppm)",,0.21,0.2,No,,
0b2a8c46-57f7-49b1-b6b2-a5a5dbb7722a,2025-12-11T10:09:13.000Z,2025-12-11T10:27:52.000Z,"Isbourne River - Winchcombe - A 07/12/2025 SA0111","Isbourne River - Winchcombe - A",,,,,,,,,07/12/2025,10:03,SA0111,346,9.8,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.25,0.2,No,,
